0.3,4.3
0.3,4.8
0.3,4.9
0.3,4.9
0.3,4.9
0.3,5.2
0.6,4.4
0.6,4.4
0.6,4.4
0.6,4.6
0.6,4.6
0.6,4.6
0.6,4.7
0.6,4.7
0.6,4.8
0.6,4.8
0.6,4.8
0.6,4.9
0.6,5.0
0.6,5.0
0.6,5.0
0.6,5.0
0.6,5.0
0.6,5.1
0.6,5.1
0.6,5.1
0.6,5.2
0.6,5.2
0.6,5.3
0.6,5.4
0.6,5.4
0.6,5.5
0.6,5.5
0.6,5.8
0.9,4.5
0.9,4.6
0.9,4.8
0.9,5.0
0.9,5.1
0.9,5.1
0.9,5.7
1.2,5.0
1.2,5.1
1.2,5.1
1.2,5.4
1.2,5.4
1.2,5.4
1.2,5.7
1.5,5.1
1.8,5.0
3.0,4.9
3.0,5.0
3.0,5.0
3.0,5.5
3.0,5.7
3.0,5.8
3.0,6.0
3.3,5.1
3.3,5.5
3.3,5.6
3.6,5.5
3.6,5.7
3.6,5.8
3.6,5.8
3.6,6.1
3.9,5.5
3.9,5.5
3.9,5.6
3.9,5.6
3.9,5.6
3.9,5.7
3.9,5.7
3.9,5.7
3.9,6.1
3.9,6.2
3.9,6.3
3.9,6.4
4.2,5.2
4.2,6.1
4.2,6.1
4.2,6.1
4.5,5.4
4.5,5.6
4.5,5.9
4.5,6.0
4.5,6.0
4.5,6.3
4.8,7.2
5.1,4.9
5.4,5.9
5.4,6.0
5.4,6.1
5.4,6.2
5.4,6.3
5.4,6.3
5.4,6.4
5.4,6.5
5.4,6.7
5.4,7.2
5.4,7.3
5.7,5.8
5.7,5.8
5.7,6.3
5.7,6.4
5.7,7.4
6.0,5.6
6.0,5.7
6.0,6.5
6.0,6.5
6.0,7.7
6.0,7.9
6.3,6.4
6.3,6.7
6.3,6.8
6.3,6.9
6.3,7.1
6.3,7.6
6.6,6.4
6.6,6.5
6.6,7.7
6.9,6.2
6.9,6.4
6.9,6.7
6.9,6.8
6.9,6.9
6.9,6.9
6.9,7.7
6.9,7.7
7.2,5.8
7.2,6.3
7.2,6.7
7.5,6.3
7.5,6.7
7.5,7.2
2.5,6.0
2.3,4.0
2.0,8.0
2.0,5.8
2.0,5.0
7.0,3.0
3.0,9.0
